Unique_ID,Subregion,E/I,"Axonal-dendritic pattern (ax=1, de=2)",p,Projection patterning,Hippocampome neuronal  class,Neurite,Neurite_ID,Total_length (micron),%_of_neurite_tree,Density,Avg_max_path_length (micron),Avg_mean_path_length (micron),Reference_ID
1027,DG,I,2333,,,AIPRIM,DG:SMo:A,4,15762.4241075358,20.8433516895,0.0452972244,443.5714285714,374.0306122449,800050
1027,DG,I,2333,,,AIPRIM,DG:SMi:D,8,1977.8303432378,14.5432588631,0.0212441566,204.2346938776,163.2346938776,800050
1027,DG,I,2333,,,AIPRIM,DG:SMi:A,7,29597.0697270995,39.1375164818,0.1907437975,723.2295918367,495.3724489796,800050
1027,DG,I,2333,,,AIPRIM,DG:SG:D,11,2264.0643905391,16.6479772276,0.0241183674,123.1292517007,95.1530612245,800050
1027,DG,I,2333,,,AIPRIM,DG:SG:A,10,9324.1131938524,12.3296879444,0.0595961111,321.9387755102,184.8979591837,800050
1027,DG,I,2333,,,AIPRIM,DG:H:D,14,8296.0950103071,61.0023289916,0.0393126949,258.0612244898,139.5918367347,800050
1027,DG,I,2333,,,AIPRIM,DG:H:A,13,18085.1430159645,23.9147858011,0.0514200266,369.0816326531,184.5408163265,800050
1027,DG,I,2333,,,AIPRIM,CA3:SP:A,28,2854.5198706279,3.7746580832,0.0508976817,566.7193877551,489.8469387755,800050
1027,DG,I,2333,,,AIPRIM,DG:SMo:D,5,1504.5829879297,10.5610561056,0.016581884,280.6720430108,230.0806451613,800052
1027,DG,I,2333,,,AIPRIM,DG:SMo:A,4,9437.1524330068,15.9733228717,0.0742900516,664.6774193548,627.5120967742,800052
1027,DG,I,2333,,,AIPRIM,DG:SMi:D,8,303.300619926,2.1289452889,0.00643982,158.3870967742,148.3467741935,800052
1027,DG,I,2333,,,AIPRIM,DG:SMi:A,7,21323.7553747083,36.0925853276,0.3233970754,623.75,580.6451612903,800052
1027,DG,I,2333,,,AIPRIM,DG:SG:D,11,1284.7231499048,9.0178031888,0.0197120416,295.8870967742,398.9475806452,800052
1027,DG,I,2333,,,AIPRIM,DG:SG:A,10,7518.014449283,12.7249901922,0.0823943018,560,335.9677419355,800052
1027,DG,I,2333,,,AIPRIM,DG:H:D,14,10458.5735600238,73.4114256496,0.0708117366,380.0806451613,195.8870967742,800052
1027,DG,I,2333,,,AIPRIM,DG:H:A,13,18473.7891128886,31.2687328364,0.0893430421,500.1612903226,250.0806451613,800052
1027,DG,I,2333,,,AIPRIM,CA3:SP:D,29,695.3398491753,4.8807697671,0.0232650891,432.3387096774,412.4193548387,800052
1027,DG,I,2333,,,AIPRIM,CA3:SP:A,28,2327.9978150388,3.9403687721,0.0556367987,412.0564516129,254.5080645161,800052
1010,DG,I,2233,,,DG Axo-Axonic,DG:SMo:D,5,15496.8607213666,62.2706003385,0.0747277955,307.8850574713,240.5603448276,800054
1010,DG,I,2233,,,DG Axo-Axonic,DG:SMi:D,8,3064.0243698716,12.3120830983,0.042501031,166.4655172414,139.849137931,800054
1010,DG,I,2233,,,DG Axo-Axonic,DG:SMi:A,7,10372.6722569816,10.6945792674,0.0959194428,371.6810344828,437.625,800054
1010,DG,I,2233,,,DG Axo-Axonic,DG:SG:D,11,1995.3323120242,8.0177878074,0.02657135,90.5402298851,50.5603448276,800054
1010,DG,I,2233,,,DG Axo-Axonic,DG:SG:A,10,55918.0318088663,57.653400092,0.4964311246,371.5517241379,219.0086206897,800054
1010,DG,I,2233,,,DG Axo-Axonic,DG:H:D,14,4330.1023642147,17.3995287558,0.0347133484,174.224137931,94.0086206897,800054
1010,DG,I,2233,,,DG Axo-Axonic,DG:H:A,13,30699.2943031484,31.6520206407,0.1640723796,321.8965517241,169.9094827586,800054
1035,DG,I,2232,,,DG Basket,DG:SMo:D,5,15895.4689521467,55.3868518818,0.0998125422,280.1075268817,289.5967741935,800056
1035,DG,I,2232,,,DG Basket,DG:SMi:D,8,3446.1042925126,12.0077531901,0.0470643352,187.311827957,216.3709677419,800056
1035,DG,I,2232,,,DG Basket,DG:SMi:A,7,2052.0251548995,2.5339159305,0.0168150221,127.1370967742,121.0725806452,800056
1035,DG,I,2232,,,DG Basket,DG:SG:D,11,3938.4049057287,13.723146503,0.0390631466,154.1935483871,96.7741935484,800056
1035,DG,I,2232,,,DG Basket,DG:SG:A,10,70431.7459227955,86.9717033334,0.4191471949,235.4838709677,126.4919354839,800056
1035,DG,I,2232,,,DG Basket,DG:H:D,14,5419.0152245726,18.8822484251,0.0399136854,147.9677419355,86.8548387097,800056
1035,DG,I,2232,,,DG Basket,DG:H:A,13,8498.5981565866,10.4943807361,0.0375577878,157.5806451613,86.4112903226,800056
1035,DG,I,2232,,,DG Basket,DG:SMo:D,5,2832.7673568078,39.8519645822,0.0298120511,144.6766467066,140.4341317365,800058
1035,DG,I,2232,,,DG Basket,DG:SMi:D,8,1352.2149333833,19.0232429441,0.0314400695,93.5628742515,71.5928143713,800058
1035,DG,I,2232,,,DG Basket,DG:SMi:A,7,3232.0395480468,15.4020273595,0.0536767732,136.6167664671,113.2185628743,800058
1035,DG,I,2232,,,DG Basket,DG:SG:D,11,889.5115689056,12.5138350858,0.017382364,47.8143712575,24.8203592814,800058
1035,DG,I,2232,,,DG Basket,DG:SG:A,10,16995.9157405169,80.9926844471,0.2372322741,179.0419161677,101.0179640719,800058
1035,DG,I,2232,,,DG Basket,DG:H:D,14,2033.7312598085,28.6109573879,0.0380710426,158.2035928144,97.4071856287,800058
1035,DG,I,2232,,,DG Basket,DG:H:A,13,756.5519623649,3.6052881934,0.0101160725,,,800058
1036,DG,I,2232,,,DG BC CCK+,DG:SMo:D,5,8535.1210577554,33.0511618495,0.0494260526,309,184.6666666667,800060
1036,DG,I,2232,,,DG BC CCK+,DG:SMo:A,4,1617.6086576127,4.5903908258,0.1445320606,369.3333333333,338.2242424242,800060
1036,DG,I,2232,,,DG BC CCK+,DG:SMi:D,8,4351.1698780149,16.8493474082,0.0459613615,193.4242424242,151,800060
1036,DG,I,2232,,,DG BC CCK+,DG:SMi:A,7,22960.6368863223,65.156857576,0.363799448,328.4878787879,294.7393939394,800060
1036,DG,I,2232,,,DG BC CCK+,DG:SG:D,11,3351.3414112493,12.9776398772,0.0387095476,124,114,800060
1036,DG,I,2232,,,DG BC CCK+,DG:SG:A,10,9617.9782531782,27.2935477493,0.1666381643,290.5454545455,165.5757575758,800060
1036,DG,I,2232,,,DG BC CCK+,DG:H:D,14,9586.3344370116,37.1218508651,0.0307942379,223.6272727273,115.2242424242,800060
1036,DG,I,2232,,,DG BC CCK+,DG:H:A,13,1042.7943822945,2.9592038489,0.0050246617,241.7878787879,144,800060
1009,DG,I,2322,,,HICAP,DG:SMo:D,5,7392.3954394937,35.974030459,0.0507233321,348.487654321,282.2839506173,800062
1009,DG,I,2322,,,HICAP,DG:SMo:A,4,4208.7151040275,19.2564590194,0.0404296656,312.9012345679,253.0555555556,800062
1009,DG,I,2322,,,HICAP,DG:SMi:D,8,4570.1283124066,22.239872915,0.0555680191,181.6666666667,135.7407407407,800062
1009,DG,I,2322,,,HICAP,DG:SMi:A,7,13761.5809176494,62.9644232107,0.234257166,373.1172839506,232.5617283951,800062
1009,DG,I,2322,,,HICAP,DG:SG:D,11,1270.9782309814,6.1850329799,0.0136015675,222.1604938272,111.0802469136,800062
1009,DG,I,2322,,,HICAP,DG:SG:A,10,2676.3839274076,12.2454659307,0.0400984234,350.7222222222,175.3611111111,800062
1009,DG,I,2322,,,HICAP,DG:H:D,14,7315.753536118,35.6010636461,0.0342381359,268.4567901235,208.950617284,800062
1009,DG,I,2322,,,HICAP,DG:H:A,13,1209.4416762869,5.5336518391,0.0079243566,209.5061728395,147.4691358025,800062
1009,DG,I,2322,,,HICAP,DG:SMo:D,5,1414.2255980052,18.8870836718,0.0073719422,463.8888888889,509.2857142857,800064
1009,DG,I,2322,,,HICAP,DG:SMi:D,8,2381.3734263184,31.8034118603,0.0244450688,379.8412698413,269.4444444444,800064
1009,DG,I,2322,,,HICAP,DG:SMi:A,7,16947.8970857714,78.1118587048,0.115981393,439.7619047619,279.3650793651,800064
1009,DG,I,2322,,,HICAP,DG:SG:D,11,1180.042004357,15.7595450853,0.0207864567,368.7301587302,184.3650793651,800064
1009,DG,I,2322,,,HICAP,DG:SG:A,10,4749.0607984625,21.8881412952,0.0557698489,439.619047619,219.7857142857,800064
1009,DG,I,2322,,,HICAP,DG:H:D,14,2512.1512773167,33.5499593826,0.0224304141,274.3492063492,140.626984127,800064
1009,DG,I,2322,,,HICAP,DG:SMi:D,8,409.6563708606,9.3599704033,0.0063467376,346.7183098592,297.7042253521,800066
1009,DG,I,2322,,,HICAP,DG:SMi:A,7,10949.8071460267,88.3409536251,0.1357148233,628.7323943662,380.0281690141,800066
1009,DG,I,2322,,,HICAP,DG:SG:D,11,1512.3282623865,34.5541990381,0.0287658998,223.6478873239,118.5422535211,800066
1009,DG,I,2322,,,HICAP,DG:SG:A,10,1445.1316640043,11.6590463749,0.021990206,424.3098591549,212.1549295775,800066
1009,DG,I,2322,,,HICAP,DG:H:D,14,2454.6998348801,56.0858305586,0.0252195901,273.9436619718,147.323943662,800066
1013,DG,I,1002,,,HIPP,DG:SMo:A,4,101864.057032151,72.606878285,0.265669246,1738.1363636364,708.935,800068
1013,DG,I,1002,,,HIPP,DG:SMi:A,7,12015.9408360713,8.5647477548,0.0678380017,777.2424242424,438.74,800068
1013,DG,I,1002,,,HIPP,DG:SG:A,10,5396.86736271,3.8467905475,0.0281210764,543.0303030303,233.6,800068
1013,DG,I,1002,,,HIPP,DG:H:D,14,11978.2005048636,100,0.0307433238,384.3181818182,137.1,800068
1013,DG,I,1002,,,HIPP,DG:H:A,13,14588.0895630004,10.3981293714,0.0374418813,,,800068
1013,DG,I,1002,,,HIPP,CA1:SLM:A,52,6430.3718173226,4.5834540413,0.0086075576,1032.1212121212,558.95,800068
1013,DG,I,1002,,,HIPP,DG:SMo:A,4,61693.5119694483,82.2183240259,0.2845446495,,,800070
1013,DG,I,1002,,,HIPP,DG:SMi:A,7,12094.0440489748,16.1176110852,0.135931159,,,800070
1013,DG,I,1002,,,HIPP,DG:SG:D,11,1517.9444203257,13.2148864592,0.0176567263,167.5630252101,144.3277310924,800070
1013,DG,I,1002,,,HIPP,DG:SG:A,10,1057.851481468,1.409788049,0.0123049262,,,800070
1013,DG,I,1002,,,HIPP,DG:H:D,14,9968.6803419158,86.7851135408,0.0664750125,190.7142857143,102.4369747899,800070
1013,DG,I,1002,,,HIPP,DG:H:A,13,190.7996964292,0.2542768399,0.0012723261,,,800070
1040,DG,I,0331,,,MOCAP,DG:SMo:D,5,548.1083023499,14.5805142084,0.0022162687,106.6902654867,60.4557522124,800072
1040,DG,I,0331,,,MOCAP,DG:SMo:A,4,4162.740548396,7.3106816354,0.0126239902,437.5221238938,399.6460176991,800072
1040,DG,I,0331,,,MOCAP,DG:SMi:D,8,1959.7097306756,52.1312584574,0.0187310077,164.8805309735,84.0486725664,800072
1040,DG,I,0331,,,MOCAP,DG:SMi:A,7,14673.8723852622,25.7705249993,0.1051902273,735.203539823,367.6017699115,800072
1040,DG,I,0331,,,MOCAP,DG:SG:D,11,640.9433512398,17.050067659,0.0037201337,254.0442477876,166.092920354,800072
1040,DG,I,0331,,,MOCAP,DG:SG:A,10,27260.4398356669,47.8752866204,0.1186678378,386.3274336283,254.4690265487,800072
1040,DG,I,0331,,,MOCAP,DG:H:D,14,610.422239276,16.2381596752,0.0020062864,402.6991150442,328.3716814159,800072
1040,DG,I,0331,,,MOCAP,DG:H:A,13,10843.4728338054,19.0435067449,0.026729586,670.796460177,447.7876106195,800072
1005,DG,I,3302,,,MOLAX,DG:SMo:D,5,3735.6666302272,26.2935213751,0.0432406575,366.045751634,283.0065359477,800074
1005,DG,I,3302,,,MOLAX,DG:SMo:A,4,40979.9373307343,72.5786194908,0.4216411059,657.9738562092,609.5130718954,800074
1005,DG,I,3302,,,MOLAX,DG:SMi:D,8,2518.4128707297,17.7258704275,0.0436348645,222.591503268,167.1895424837,800074
1005,DG,I,3302,,,MOLAX,DG:SMi:A,7,13574.8214398273,24.0420523825,0.2090683562,782.9477124183,557.3137254902,800074
1005,DG,I,3302,,,MOLAX,DG:SG:D,11,472.9590224659,3.3289261055,0.0106495972,74.6405228758,44.7843137255,800074
1005,DG,I,3302,,,MOLAX,DG:SG:A,10,1226.176530111,2.1716529015,0.0245420109,562.0588235294,392.2385620915,800074
1005,DG,I,3302,,,MOLAX,DG:H:D,14,7480.5169307934,52.651682092,0.0625993398,249.7647058824,130.3986928105,800074
1005,DG,I,3302,,,MOLAX,DG:H:A,13,681.8875226814,1.2076752252,0.0050722233,217.4509803922,108.7254901961,800074
1005,DG,I,3302,,,MOLAX,DG:SMo:D,5,753.1131477549,19.544198895,0.004610998,393.8333333333,358.3240740741,800076
1005,DG,I,3302,,,MOLAX,DG:SMo:A,4,24646.0491133357,68.3325135268,0.1131731161,1405.1851851852,1222.2222222222,800076
1005,DG,I,3302,,,MOLAX,DG:SMi:D,8,1053.8261714168,27.3480662983,0.011990916,324.4444444444,228.537037037,800076
1005,DG,I,3302,,,MOLAX,DG:SMi:A,7,11421.7725447491,31.6674864732,0.0974716124,1605.7407407407,1116.7592592593,800076
1005,DG,I,3302,,,MOLAX,DG:SG:D,11,524.2519085078,13.6049723757,0.0063946506,132.6296296296,66.3148148148,800076
1005,DG,I,3302,,,MOLAX,DG:H:D,14,1522.1933587131,39.5027624309,0.0261163364,275.7407407407,137.8703703704,800076
1005,DG,I,3302,,,MOLAX,DG:SMo:D,5,729.16255295,13.3876221498,0.0050354071,416.0493827161,428.2407407407,800078
1005,DG,I,3302,,,MOLAX,DG:SMo:A,4,15204.1924057937,72.0168067227,0.052498101,1001.7592592593,774.5648148148,800078
1005,DG,I,3302,,,MOLAX,DG:SMi:D,8,1869.9205129179,34.332247557,0.028494958,435.1666666667,258.4537037037,800078
1005,DG,I,3302,,,MOLAX,DG:SMi:A,7,5907.8133852151,27.9831932773,0.0450133824,613.8888888889,349.4444444444,800078
1005,DG,I,3302,,,MOLAX,DG:SG:D,11,640.4566462651,11.7589576547,0.0143100646,242.037037037,121.0185185185,800078
1005,DG,I,3302,,,MOLAX,DG:SG:A,10,,0,,85,42.5,800078
1005,DG,I,3302,,,MOLAX,DG:H:D,14,2207.0029583206,40.5211726384,0.0389931981,456.1666666667,270.3425925926,800078
1008,DG,I,3000,,,MOPP,DG:SMo:D,5,2916.3528735652,100,0.0275936457,76.5456238361,48.5195530726,800080
1008,DG,I,3000,,,MOPP,DG:SMo:A,4,26497.9747162897,99.047725745,0.3133947426,214.6877715705,139.6461824953,800080
1008,DG,I,3000,,,MOPP,DG:SMi:A,7,254.7593994893,0.952274255,0.0057301347,49.3482309125,52.644320298,800080
1008,DG,I,3000,,,MOPP,DG:SMo:D,5,518.6452091456,100,0.0067405305,16.7232876712,8.3616438356,800082
1008,DG,I,3000,,,MOPP,DG:SMo:A,4,18014.52190511,98.0016706291,0.3121657024,173.2529680365,92.9178082192,800082
1008,DG,I,3000,,,MOPP,DG:SMi:A,7,367.3299444328,1.9983293709,0.0124912976,118.4657534247,114.1095890411,800082
1008,DG,I,3000,,,MOPP,DG:SMo:D,5,2539.0464883139,100,0.0245610918,32.4733727811,16.7810650888,800084
1008,DG,I,3000,,,MOPP,DG:SMo:A,4,24169.4097065757,100,0.3506988313,288.5917159763,144.2958579882,800084
1007,DG,I,3000,p,SUB 100,DG Neurogliaform,DG:SMo:D,5,2607.5452473007,100,0.0448494191,31.1904761905,17.8367346939,800086
1007,DG,I,3000,p,SUB 100,DG Neurogliaform,DG:SMo:A,4,9514.2320378386,63.7329477588,0.1636434806,116.6258503401,66.2040816327,800086
1007,DG,I,3000,p,SUB 100,DG Neurogliaform,DG:SMi:A,7,459.1475660399,3.0756899478,0.0206058564,,,800086
1007,DG,I,3000,p,SUB 100,DG Neurogliaform,Sub:SM:A,67,4954.8990532431,33.1913622933,0.04475986,131.5034013605,87.2755102041,800086
1006,DG,I,3222,,,Outer Molecular Layer,DG:SMo:D,5,941.7716028651,32.1225382932,0.0115390662,154.0625,123.4598214286,800088
1006,DG,I,3222,,,Outer Molecular Layer,DG:SMo:A,4,9869.3558164013,96.8928451461,0.0906932872,541.4285714286,340.2678571429,800088
1006,DG,I,3222,,,Outer Molecular Layer,DG:SMi:D,8,800.6341691932,27.3085339168,0.0190948315,289.71875,262.5446428571,800088
1006,DG,I,3222,,,Outer Molecular Layer,DG:SMi:A,7,217.2661100161,2.1330198186,0.0038862878,152.1428571429,89.0803571429,800088
1006,DG,I,3222,,,Outer Molecular Layer,DG:SG:D,11,549.1529237415,18.7308533917,0.0185828413,200.7410714286,100.3705357143,800088
1006,DG,I,3222,,,Outer Molecular Layer,DG:SG:A,10,99.2238927633,0.9741350353,0.0025182355,26.0178571429,13.0089285714,800088
1006,DG,I,3222,,,Outer Molecular Layer,DG:H:D,14,640.2507218388,21.8380743982,0.0167945611,188.75,94.375,800088
1006,DG,I,3222,,,Outer Molecular Layer,DG:SMo:D,5,323.3330298665,5.3961456103,0.0584686775,330.6428571429,271.2142857143,800090
1006,DG,I,3222,,,Outer Molecular Layer,DG:SMo:A,4,11980.7718241327,86.1275088548,1.3540603248,719.6428571429,532.1428571429,800090
1006,DG,I,3222,,,Outer Molecular Layer,DG:SMi:D,8,395.1848142813,6.5952890792,0.1566632757,312.7857142857,258.9821428571,800090
1006,DG,I,3222,,,Outer Molecular Layer,DG:SMi:A,7,1326.1786494842,9.53364817,0.3285859613,411.9642857143,290.4464285714,800090
1006,DG,I,3222,,,Outer Molecular Layer,DG:SG:D,11,993.0943060185,16.573875803,0.2348300971,208.4821428571,105.8928571429,800090
1006,DG,I,3222,,,Outer Molecular Layer,DG:SG:A,10,603.5549890841,4.3388429752,0.0891990291,168.9285714286,84.4642857143,800090
1006,DG,I,3222,,,Outer Molecular Layer,DG:H:D,14,4280.3134429946,71.4346895075,0.6984924623,311.25,155.625,800090
1004,DG,I,3303,,,Total Molecular Layer,DG:SMo:D,5,2393.6636842391,20.0559235357,0.0143593116,298.7748344371,233.9072847682,800092
1004,DG,I,3303,,,Total Molecular Layer,DG:SMo:A,4,42804.2492542267,50.3303314057,0.2567777412,558.3112582781,510.6953642384,800092
1004,DG,I,3303,,,Total Molecular Layer,DG:SMi:D,8,1598.8211631368,13.3961321326,0.0201243879,149.6357615894,120.1986754967,800092
1004,DG,I,3303,,,Total Molecular Layer,DG:SMi:A,7,23211.0765716909,27.2921776807,0.2921581969,501.3907284768,317.9470198676,800092
1004,DG,I,3303,,,Total Molecular Layer,DG:SG:D,11,767.4341583057,6.4301434237,0.0255306215,77.8145695364,38.9072847682,800092
1004,DG,I,3303,,,Total Molecular Layer,DG:SG:A,10,6266.6176160852,7.3684493223,0.104237374,306.821192053,153.4105960265,800092
1004,DG,I,3303,,,Total Molecular Layer,DG:H:D,14,7175.0271959976,60.117800908,0.0999566904,211.6335540839,124.6026490066,800092
1004,DG,I,3303,,,Total Molecular Layer,DG:H:A,13,12764.6836291196,15.0090415913,0.1481501118,461.1589403974,230.8609271523,800092
1026,DG,I,1333,p,CA3 01111,HIPROM,DG:SMo:D,5,624.9262890639,4.7081218274,0.0042335408,287.6564102564,251.8615384615,800094
1026,DG,I,1333,p,CA3 01111,HIPROM,DG:SMo:A,4,16909.5620971049,20.1175546391,0.0818237318,1037.7846153846,981.9487179487,800094
1026,DG,I,1333,p,CA3 01111,HIPROM,DG:SMi:D,8,1311.3345445721,9.8794416244,0.0175969982,334.7128205128,303.8974358974,800094
1026,DG,I,1333,p,CA3 01111,HIPROM,DG:SMi:A,7,10400.8958411939,12.374098701,0.0996937196,893.9794871795,861.1948717949,800094
1026,DG,I,1333,p,CA3 01111,HIPROM,DG:SG:D,11,3069.8872286226,23.1281725888,0.0360128046,334.7487179487,270.1487179487,800094
1026,DG,I,1333,p,CA3 01111,HIPROM,DG:SG:A,10,9951.6563767914,11.8396319053,0.0833876736,828.4102564103,751.8461538462,800094
1026,DG,I,1333,p,CA3 01111,HIPROM,DG:H:D,14,7371.9404422863,55.5393401015,0.0705926947,381.7128205128,190.8564102564,800094
1026,DG,I,1333,p,CA3 01111,HIPROM,DG:H:A,13,22083.4801280718,26.2730409898,0.1510488495,804.0615384615,402.0307692308,800094
1026,DG,I,1333,p,CA3 01111,HIPROM,CA3:SR:D,23,895.2784976751,6.7449238579,0.0123349347,339.9179487179,303.3743589744,800094
1026,DG,I,1333,p,CA3 01111,HIPROM,CA3:SR:A,22,8969.4609073758,10.6710995146,0.0882707884,505.641025641,367.8974358974,800094
1026,DG,I,1333,p,CA3 01111,HIPROM,CA3:SL:A,25,5695.0829739221,6.7755239458,0.1416962478,,,800094
1026,DG,I,1333,p,CA3 01111,HIPROM,CA3:SP:A,28,8368.1167424276,9.9556715204,0.4055892102,749.1282051282,528.7179487179,800094
1026,DG,I,1333,p,CA3 01111,HIPROM,CA3:SO:A,31,1675.5099184148,1.9933787841,0.0700206958,771.6923076923,674.1538461538,800094
1026,DG,I,1333,p,CA3 01111,HIPROM,DG:SMo:D,5,1579.8855725578,11.6423418889,0.0074865156,336.7920792079,295.3267326733,800096
1026,DG,I,1333,p,CA3 01111,HIPROM,DG:SMo:A,4,24983.0788621601,29.6079588568,0.0947087379,722.4752475248,641.9752475248,800096
1026,DG,I,1333,p,CA3 01111,HIPROM,DG:SMi:D,8,1454.6785026865,10.7196779064,0.0180480434,292.2871287129,284.1386138614,800096
1026,DG,I,1333,p,CA3 01111,HIPROM,DG:SMi:A,7,14535.4025659677,17.2262035242,0.1442713703,525.198019802,512.8514851485,800096
1026,DG,I,1333,p,CA3 01111,HIPROM,DG:SG:D,11,2289.0128864652,16.867975172,0.0311165439,270.6930693069,226.702970297,800096
1026,DG,I,1333,p,CA3 01111,HIPROM,DG:SG:A,10,9542.7706548498,11.3093331085,0.103778548,605.3267326733,562.9108910891,800096
1026,DG,I,1333,p,CA3 01111,HIPROM,DG:H:D,14,7083.3054164461,52.1976178494,0.0625125568,212.8514851485,110.6732673267,800096
1026,DG,I,1333,p,CA3 01111,HIPROM,DG:H:A,13,25061.3332808296,29.7006997724,0.1769397678,624.1386138614,312.0693069307,800096
1026,DG,I,1333,p,CA3 01111,HIPROM,CA3:SR:D,23,1163.2875037133,8.5723871834,0.0197445954,195.5247524752,163.8663366337,800096
1026,DG,I,1333,p,CA3 01111,HIPROM,CA3:SR:A,22,4777.7879616797,5.6622544473,0.064875099,705.8415841584,564.8514851485,800096
1026,DG,I,1333,p,CA3 01111,HIPROM,CA3:SL:A,25,1438.4584959077,1.7047466487,0.0719624173,601.0891089109,416.1881188119,800096
1026,DG,I,1333,p,CA3 01111,HIPROM,CA3:SP:A,28,3235.4645100833,3.8344153107,0.0744134298,510.8415841584,458.3168316832,800096
1026,DG,I,1333,p,CA3 01111,HIPROM,CA3:SO:A,31,805.3091084904,0.9543883315,0.0159176557,578.1188118812,542.1683168317,800096
2000,CA3,E,23223,p,CA2 0101-CA1 0101,CA3 Pyramidal,CA3:SO:D,32,24942.8337325586,49.4965954723,0.6695795938,326.8027210884,185.5102040816,800098
2000,CA3,E,23223,p,CA2 0101-CA1 0101,CA3 Pyramidal,CA3:SO:A,31,15857.2489114573,44.9561116984,0.4256809951,1068.3673469388,560.612244898,800098
2000,CA3,E,23223,p,CA2 0101-CA1 0101,CA3 Pyramidal,CA3:SP:D,29,1029.3867889627,2.0427166385,0.0113942542,29.5918367347,16.2244897959,800098
2000,CA3,E,23223,p,CA2 0101-CA1 0101,CA3 Pyramidal,CA3:SP:A,28,194.3978307199,0.5511277928,0.0037656225,283.4693877551,141.7346938776,800098
2000,CA3,E,23223,p,CA2 0101-CA1 0101,CA3 Pyramidal,CA3:SL:D,26,1841.7518617339,3.6547750684,0.0149855633,130.7482993197,83.1632653061,800098
2000,CA3,E,23223,p,CA2 0101-CA1 0101,CA3 Pyramidal,CA3:SL:A,25,539.6215645845,1.5298547351,0.0065844407,300.1836734694,348.4693877551,800098
2000,CA3,E,23223,p,CA2 0101-CA1 0101,CA3 Pyramidal,CA3:SR:D,23,14396.7514160059,28.5689344119,0.0414331533,505.1224489796,340.4081632653,800098
2000,CA3,E,23223,p,CA2 0101-CA1 0101,CA3 Pyramidal,CA3:SR:A,22,10862.8167131566,30.7966409711,0.0312626604,1532.306122449,972.887755102,800098
2000,CA3,E,23223,p,CA2 0101-CA1 0101,CA3 Pyramidal,CA3:SLM:D,20,8182.3052456012,16.2369784089,0.1052194901,757.1428571429,651.4285714286,800098
2000,CA3,E,23223,p,CA2 0101-CA1 0101,CA3 Pyramidal,CA2:SR:A,40,1073.37767738,3.0430806143,0.0641654979,834.7959183673,513.0408163265,800098
2000,CA3,E,23223,p,CA2 0101-CA1 0101,CA3 Pyramidal,CA1:SR:A,55,6745.2695573057,19.1231841883,0.0216572505,2145.2448979592,1487.8265306123,800098
2000,CA3,E,23223,p,CA2 0101-CA1 0101,CA3 Pyramidal,CA3:SO:D,32,10988.6874164665,34.9270664506,0.2816212577,142.5627240143,78.0107526882,800100
2000,CA3,E,23223,p,CA2 0101-CA1 0101,CA3 Pyramidal,CA3:SP:D,29,786.1203294843,2.4986493787,0.0705812986,33.0376344086,19.9193548387,800100
2000,CA3,E,23223,p,CA2 0101-CA1 0101,CA3 Pyramidal,CA3:SL:D,26,1459.8273833519,4.6399980355,0.0799551456,98.7634408602,61.5591397849,800100
2000,CA3,E,23223,p,CA2 0101-CA1 0101,CA3 Pyramidal,CA3:SR:D,23,7535.9387653951,23.9526545847,0.2285257183,1167.0430107527,195.0806451613,800100
2000,CA3,E,23223,p,CA2 0101-CA1 0101,CA3 Pyramidal,CA3:SLM:D,20,10691.236480986,33.9816315505,0.1945123837,464.623655914,380.5913978495,800100
2004,CA3,E,03223,p,DG 0101-CA2 0101-CA1 0101-SUB 100,CA3c Pyramidal,CA3:SO:D,32,4694.4260701989,30.951813752,0.0596128419,172.4285714286,108.2,800102
2004,CA3,E,03223,p,DG 0101-CA2 0101-CA1 0101-SUB 100,CA3c Pyramidal,CA3:SO:A,31,5165.6642875264,52.2847327398,0.0590372351,334.6285714286,179.2,800102
2004,CA3,E,03223,p,DG 0101-CA2 0101-CA1 0101-SUB 100,CA3c Pyramidal,CA3:SP:D,29,2426.3731724433,15.9978343259,0.0902240027,127.3142857143,63.6571428571,800102
2004,CA3,E,03223,p,DG 0101-CA2 0101-CA1 0101-SUB 100,CA3c Pyramidal,CA3:SP:A,28,1125.5410952898,11.3922647852,0.0377090874,192.4,96.2,800102
2004,CA3,E,03223,p,DG 0101-CA2 0101-CA1 0101-SUB 100,CA3c Pyramidal,CA3:SL:D,26,886.1993798906,5.8429886302,0.0623843877,129.7714285714,104.5142857143,800102
2004,CA3,E,03223,p,DG 0101-CA2 0101-CA1 0101-SUB 100,CA3c Pyramidal,CA3:SL:A,25,450.7273841384,4.5620774999,0.0285562338,230.4857142857,221.4571428571,800102
2004,CA3,E,03223,p,DG 0101-CA2 0101-CA1 0101-SUB 100,CA3c Pyramidal,CA3:SR:D,23,7159.8866133638,47.2073632918,0.0570043306,373.4857142857,226.0571428571,800102
2004,CA3,E,03223,p,DG 0101-CA2 0101-CA1 0101-SUB 100,CA3c Pyramidal,CA3:SR:A,22,3137.9385010705,31.7609249751,0.02248478,441.1714285714,340.0285714286,800102
2001,CA3,E,22100,,,CA3 Granule,CA3:SP:A,28,737.6783199917,7.4054893837,0.0125670094,407.7243589744,365.5128205128,800104
2001,CA3,E,22100,,,CA3 Granule,CA3:SL:A,25,8810.8711226983,88.4515794925,0.1183282034,560.1923076923,325.3525641026,800104
